egg_x,egg_y,correct_choice,H_true,sigma,prediction,reaction_time
-243,-248,1,0.95,140,1,1
196,153,2,0.95,140,2,1.411
12,-213,2,0.95,140,2,1.337
-20,65,1,0.95,140,2,1.038
111,-228,2,0.95,140,2,0.983
93,-85,1,0.95,140,2,0.411
-25,-28,1,0.95,140,1,1.939
168,-15,2,0.95,140,2,1.337
19,-108,1,0.95,140,2,3.952
-150,222,1,0.95,140,1,1.027
188,81,2,0.95,140,2,1.201
30,83,1,0.95,140,2,4.684
-1,59,2,0.95,140,1,3.558
44,29,1,0.95,140,1,10.322
-78,65,2,0.95,140,1,1.843
-132,-123,1,0.95,140,1,11.692
97,-29,2,0.95,140,2,2.992
186,-137,2,0.95,140,2,1.521
-1,-260,1,0.95,140,2,1.396
165,71,2,0.95,140,1,2.458
-264,-380,1,0.95,140,1,5.664
99,-49,2,0.95,140,2,3.252
-189,-11,1,0.95,140,1,2.474
120,180,2,0.95,140,2,1.458
-213,-55,1,0.95,140,1,0.046
251,10,2,0.95,140,2,0.178
-79,5,1,0.95,140,1,0.286
92,9,2,0.95,140,2,0.196
-211,-33,1,0.95,140,1,0.374
14,214,1,0.95,140,2,0.686
145,296,2,0.95,140,2,0.46
-207,-32,1,0.95,140,1,0.411
-86,-46,2,0.95,140,1,0.584
-77,294,1,0.95,140,1,0.533
210,110,2,0.95,140,2,0.97
282,151,1,0.95,140,2,6.624
50,-13,2,0.95,140,2,0.316
30,23,1,0.95,140,2,0.938
37,25,2,0.95,140,1,0.904
-183,-100,1,0.95,140,1,0.43
-65,38,2,0.95,140,1,0.466
-59,-254,1,0.95,140,1,0.271
168,163,2,0.95,140,2,0.635
-19,-3,1,0.95,140,2,2.412
-22,-231,2,0.95,140,1,1.971
91,235,1,0.95,140,2,2.33
321,-100,2,0.95,140,2,2.138
-190,-101,1,0.95,140,1,0.467
258,215,2,0.95,140,2,0.715
68,-82,2,0.95,140,2,0.136
-4,-48,1,0.95,140,2,5.309
150,219,2,0.95,140,2,2.263
-263,-16,1,0.95,140,1,0.044
-96,109,2,0.95,140,1,0.885
59,-26,1,0.95,140,2,2.032
192,114,2,0.95,140,2,4.29
-55,98,1,0.95,140,1,0.725
88,42,2,0.95,140,2,0.657
1,68,1,0.95,140,2,7.61
147,19,2,0.95,140,2,6.605
-118,-96,1,0.95,140,1,0.541
344,32,2,0.95,140,2,0.503
-94,74,1,0.95,140,1,0.103
179,-31,2,0.95,140,2,0.179
14,-14,1,0.95,140,2,3.654
-99,72,2,0.95,140,1,0.359
