"","subID","N","sigma","H_true","H_subj","noise","lapse","H_subj_EST_avg","H_subj_EST_stder","noise_EST_avg","noise_EST_stder","lapse_EST_avg","lapse_EST_stder","pct_avg","pct_stder"
"84221","100_110_0.95_0.65_5.5_0.25",100,110,0.95,0.65,5.5,0.25,0.478018415786242,0.0782285179074876,1.45919775761769,1.05123608522643,0.230032547839884,0.0609741169493495,0.51,0.0206559111797729
"84231","100_110_0.95_0.65_6_0.25",100,110,0.95,0.65,6,0.25,0.543664353219257,0.0519748752844117,0.635184299082982,0.543243907862414,0.254611472406031,0.0661956750746045,0.482,0.00891939210683977
"84241","100_110_0.95_0.7_0.01_0",100,110,0.95,0.7,0.01,0,0.697327400970177,0.00593070488932575,0.0107800351256997,0.00677177400827092,0.00505056854365469,0.00168347980227093,0.777,0.0192093727122985
"84251","100_110_0.95_0.7_0.5_0",100,110,0.95,0.7,0.5,0,0.712298151861315,0.0448404734368419,0.306868779402327,0.0912345135392651,0.086483667445176,0.0449751367880672,0.618,0.0152606975230128
"84261","100_110_0.95_0.7_1_0",100,110,0.95,0.7,1,0,0.594951277222633,0.0302469252258155,0.355001411819143,0.221274080554686,0.192832976283856,0.0533102468031756,0.593,0.0210317220724631
"84271","100_110_0.95_0.7_1.5_0",100,110,0.95,0.7,1.5,0,0.714339667399008,0.0812439132714862,1.30502462668226,0.516732413686869,0.163505902017361,0.0567265937790895,0.568,0.020154955277108
"84281","100_110_0.95_0.7_2_0",100,110,0.95,0.7,2,0,0.738658091072879,0.0638699764088853,0.39244545086201,0.274056435871006,0.258743246519504,0.0548307705029878,0.556,0.0108730042868667
"84291","100_110_0.95_0.7_2.5_0",100,110,0.95,0.7,2.5,0,0.676066865683154,0.0576966568799032,0.81048247139114,0.531395472854726,0.273136223402807,0.0520261437375253,0.548,0.018
"84301","100_110_0.95_0.7_3_0",100,110,0.95,0.7,3,0,0.571755946875545,0.0843202454779617,2.3127025727086,1.14903452002476,0.101174250276298,0.0481070687300323,0.497,0.0138283123417944
"84311","100_110_0.95_0.7_3.5_0",100,110,0.95,0.7,3.5,0,0.666891973999764,0.0629196843023162,2.25837886374595,1.1645764589599,0.143818005971571,0.057540207009334,0.538,0.0202649122047609
"84321","100_110_0.95_0.7_4_0",100,110,0.95,0.7,4,0,0.605292667423636,0.0886150917797547,1.59814014738946,1.01545228485709,0.230802280921167,0.0610287321134053,0.533,0.0133374993491617
"84331","100_110_0.95_0.7_4.5_0",100,110,0.95,0.7,4.5,0,0.498425557869247,0.0550745585643676,1.22024710275205,0.795754548744562,0.292722814222295,0.0464963309488855,0.515,0.0188119347460299
"84341","100_110_0.95_0.7_5_0",100,110,0.95,0.7,5,0,0.627906185880443,0.0765357613926013,1.4714616884616,1.01956736653597,0.197215611492491,0.0601496943279402,0.519,0.0157374288454838
"84351","100_110_0.95_0.7_5.5_0",100,110,0.95,0.7,5.5,0,0.630882716831647,0.0836971697822252,0.0805435847018709,0.0410508891663769,0.400748347228395,0.0220315832895962,0.514,0.0128409068561721
"84361","100_110_0.95_0.7_6_0",100,110,0.95,0.7,6,0,0.557645533065378,0.0713999833905927,0.788151253317335,0.525899899932454,0.210861182252667,0.0634698709658028,0.542,0.0138884444373331
"84371","100_110_0.95_0.7_0.01_0.05",100,110,0.95,0.7,0.01,0.05,0.730454271173865,0.012903275517094,0.0152662102629601,0.00623173551218593,0.0535832193736553,0.00738163605255186,0.744,0.0173333333333333
"84381","100_110_0.95_0.7_0.5_0.05",100,110,0.95,0.7,0.5,0.05,0.658374278580725,0.0517498356912492,0.508146025189141,0.282693662167345,0.119841583612657,0.0423902367071663,0.601,0.0159478316185409
"84391","100_110_0.95_0.7_1_0.05",100,110,0.95,0.7,1,0.05,0.688090207717194,0.0547288772138431,0.699191080163146,0.295691266948756,0.152907517327769,0.0553864859576933,0.557,0.0185022521151706
"84401","100_110_0.95_0.7_1.5_0.05",100,110,0.95,0.7,1.5,0.05,0.594311964291815,0.073553793487278,0.801763455527676,0.390296785571174,0.167702311629215,0.0595057073410539,0.553,0.0094339811320566
"84411","100_110_0.95_0.7_2_0.05",100,110,0.95,0.7,2,0.05,0.687602445250931,0.0904866537088397,0.631320469465089,0.325806893860978,0.236389122412852,0.0655409029588879,0.539,0.0214709105535839
"84421","100_110_0.95_0.7_2.5_0.05",100,110,0.95,0.7,2.5,0.05,0.594460651296495,0.043242328460616,0.451384258129812,0.291366490966206,0.201710347985226,0.0671512582981433,0.534,0.0189267594221045
"84431","100_110_0.95_0.7_3_0.05",100,110,0.95,0.7,3,0.05,0.615667621926933,0.0603409583321118,0.184414410025403,0.136305411385974,0.324279855454405,0.0584404350756699,0.522,0.0151143787316728
"84441","100_110_0.95_0.7_3.5_0.05",100,110,0.95,0.7,3.5,0.05,0.614174322795056,0.059866864785975,0.907269887768661,0.415266672008867,0.185474558084143,0.0627139250575988,0.521,0.0139403491108843
"84451","100_110_0.95_0.7_4_0.05",100,110,0.95,0.7,4,0.05,0.471828820969537,0.0964163215567224,1.90834266120677,1.08060757689326,0.216388870299062,0.0583454718699738,0.5,0.0143759057685652
"84461","100_110_0.95_0.7_4.5_0.05",100,110,0.95,0.7,4.5,0.05,0.51144914550389,0.0684256131833461,0.664766608772745,0.649847015650675,0.22605916836513,0.0506749691518152,0.514,0.0184511366707974
"84471","100_110_0.95_0.7_5_0.05",100,110,0.95,0.7,5,0.05,0.453201121949825,0.0767226897637279,1.58363081136629,0.847705427988126,0.136099811546337,0.0583031743961455,0.496,0.00991071249821234
"84481","100_110_0.95_0.7_5.5_0.05",100,110,0.95,0.7,5.5,0.05,0.566580324499941,0.103646671015781,2.65100717743111,1.21476984256551,0.191394337552171,0.058231778422235,0.509,0.0140988573217044
"84491","100_110_0.95_0.7_6_0.05",100,110,0.95,0.7,6,0.05,0.598217333132895,0.0835077023903624,1.45239249450331,0.851795059594626,0.222130658856249,0.0614246421497377,0.533,0.0109595214818491
"84501","100_110_0.95_0.7_0.01_0.1",100,110,0.95,0.7,0.01,0.1,0.717503145191169,0.0124768365040606,0.0372574241602663,0.0214403655571591,0.10530371034408,0.0142566129277378,0.723,0.0165361556730833
"84511","100_110_0.95_0.7_0.5_0.1",100,110,0.95,0.7,0.5,0.1,0.692568660263116,0.0393577946540394,0.344977279537191,0.125914216979687,0.129825280574717,0.0407863567395202,0.635,0.0218199704654042
"84521","100_110_0.95_0.7_1_0.1",100,110,0.95,0.7,1,0.1,0.688843107165299,0.0610198789413372,0.871188075223689,0.512180656927595,0.172928273385175,0.0492378322611966,0.566,0.0220705938096625
"84531","100_110_0.95_0.7_1.5_0.1",100,110,0.95,0.7,1.5,0.1,0.614483658009626,0.082002484202457,0.786406880879747,0.302508844557728,0.172988516294827,0.0603051159695101,0.553,0.0206047459473675
"84541","100_110_0.95_0.7_2_0.1",100,110,0.95,0.7,2,0.1,0.574810371219981,0.0953266734361858,2.29237416941623,1.17821662106273,0.234723087231784,0.0565475323883379,0.495,0.0190467261695489
"84551","100_110_0.95_0.7_2.5_0.1",100,110,0.95,0.7,2.5,0.1,0.671657398677815,0.0973585962019589,2.05415250582357,1.08674026921429,0.143259326611676,0.0594341990610372,0.533,0.0241775837410515
"84561","100_110_0.95_0.7_3_0.1",100,110,0.95,0.7,3,0.1,0.514304718526938,0.0631950260308339,0.00200161694240797,0.00081993640895135,0.317598181539629,0.0421208060763326,0.505,0.0169476317585149
"84571","100_110_0.95_0.7_3.5_0.1",100,110,0.95,0.7,3.5,0.1,0.427052926910305,0.0598005156177421,0.372150404502758,0.30392052767473,0.151742988936906,0.0609467750226994,0.518,0.0197089939987926
"84581","100_110_0.95_0.7_4_0.1",100,110,0.95,0.7,4,0.1,0.474991841772421,0.0985727707795259,0.912220436623102,0.635414402653557,0.251253532459184,0.0613369791148975,0.498,0.0195959179422654
"84591","100_110_0.95_0.7_4.5_0.1",100,110,0.95,0.7,4.5,0.1,0.574021179614207,0.0807562031536211,0.81547383074985,0.553944766670566,0.170245241288907,0.0652763732317123,0.497,0.0160589192939279
"84601","100_110_0.95_0.7_5_0.1",100,110,0.95,0.7,5,0.1,0.730001715035414,0.0815759250505699,1.82953799585824,1.04645175051712,0.278947434025402,0.0505441044442045,0.551,0.0153803626600791
"84611","100_110_0.95_0.7_5.5_0.1",100,110,0.95,0.7,5.5,0.1,0.496444535474824,0.0848412418539578,2.36018368882148,1.2987580135278,0.1977599789229,0.0625612729209137,0.513,0.0139880901722382
"84621","100_110_0.95_0.7_6_0.1",100,110,0.95,0.7,6,0.1,0.473283695547805,0.0634236209326026,0.622451410173172,0.327680539176403,0.251384501935678,0.0572363590583909,0.52,0.00942809041582064
"84631","100_110_0.95_0.7_0.01_0.15",100,110,0.95,0.7,0.01,0.15,0.736293113824012,0.045975082189188,0.0548991490107063,0.0377259828092467,0.136315208048749,0.0225601864481527,0.691,0.0130341431973448
"84641","100_110_0.95_0.7_0.5_0.15",100,110,0.95,0.7,0.5,0.15,0.783126907545551,0.0430195687045017,0.704340518125707,0.252398699130768,0.122889249756078,0.0510302550979548,0.612,0.0137275068546493
"84651","100_110_0.95_0.7_1_0.15",100,110,0.95,0.7,1,0.15,0.582835007743086,0.0694980180299267,0.582332736786285,0.272374876995236,0.163272421027622,0.054134858854073,0.557,0.0135030860670194
"84661","100_110_0.95_0.7_1.5_0.15",100,110,0.95,0.7,1.5,0.15,0.689710732227215,0.0718739915069393,3.01441997456747,1.52364510728695,0.192903890124441,0.0542889224920524,0.524,0.0184511366707974
"84671","100_110_0.95_0.7_2_0.15",100,110,0.95,0.7,2,0.15,0.453253147610057,0.0863934009964452,0.0430207507077406,0.0209763287550059,0.299165997687043,0.0494086719495505,0.526,0.0132664991614216
"84681","100_110_0.95_0.7_2.5_0.15",100,110,0.95,0.7,2.5,0.15,0.733541446923049,0.0602748007180734,0.237059279715721,0.180141127491367,0.3463216536701,0.0388813697187099,0.523,0.0151327459504216
"84691","100_110_0.95_0.7_3_0.15",100,110,0.95,0.7,3,0.15,0.549391444071969,0.0861470816178741,1.76433714010709,0.946923081146297,0.245675690981275,0.0599390254585118,0.518,0.0144376052184718
"84701","100_110_0.95_0.7_3.5_0.15",100,110,0.95,0.7,3.5,0.15,0.521596641387339,0.0884345363427442,2.12841325941323,0.981239773983989,0.227858908058363,0.0685582448925931,0.49,0.0187971629064956
"84711","100_110_0.95_0.7_4_0.15",100,110,0.95,0.7,4,0.15,0.554154390349627,0.109231572717661,1.46567781408669,0.827261284979001,0.222695773525542,0.0570941293317718,0.531,0.0162924658797999
"84721","100_110_0.95_0.7_4.5_0.15",100,110,0.95,0.7,4.5,0.15,0.497757168809384,0.0946803768498739,2.349294209951,1.19529464090066,0.196931363945762,0.0528966948344888,0.502,0.0250244325054979
"84731","100_110_0.95_0.7_5_0.15",100,110,0.95,0.7,5,0.15,0.567489660131858,0.101477457434799,2.88619374305708,1.26122623142409,0.229810662462386,0.0489827364154925,0.477,0.0227082951070015
"84741","100_110_0.95_0.7_5.5_0.15",100,110,0.95,0.7,5.5,0.15,0.46209342134789,0.0537153204090157,0.08275155124346,0.049799986154022,0.296193765599017,0.0504010074875418,0.478,0.012
"84751","100_110_0.95_0.7_6_0.15",100,110,0.95,0.7,6,0.15,0.533656863356531,0.0955548247969721,0.142322971039516,0.093681933340433,0.332232926041649,0.0459534762000032,0.511,0.0250975873121081
"84761","100_110_0.95_0.7_0.01_0.2",100,110,0.95,0.7,0.01,0.2,0.7178977615157,0.0193211162828371,0.0212305373614147,0.00908461142138257,0.201796803940618,0.0107862271124786,0.645,0.0106718737290548
"84771","100_110_0.95_0.7_0.5_0.2",100,110,0.95,0.7,0.5,0.2,0.728897887165315,0.0461108082651029,0.453422583477182,0.175279079467545,0.203633619904034,0.0506466430243755,0.577,0.0185022521151706
"84781","100_110_0.95_0.7_1_0.2",100,110,0.95,0.7,1,0.2,0.707930570953789,0.10068992606849,3.17214020496846,1.36681276436215,0.238336688220978,0.0592563688397385,0.537,0.0105461946797042
"84791","100_110_0.95_0.7_1.5_0.2",100,110,0.95,0.7,1.5,0.2,0.644125811542079,0.0873846151566989,1.00858482274565,0.521132238785691,0.166871658963497,0.0596626895876794,0.536,0.018269586141393
"84801","100_110_0.95_0.7_2_0.2",100,110,0.95,0.7,2,0.2,0.599016641128305,0.0846870799865382,1.14906579139852,0.493833246374478,0.2070722872899,0.0698860273958979,0.526,0.0105619863451699
"84811","100_110_0.95_0.7_2.5_0.2",100,110,0.95,0.7,2.5,0.2,0.517165943407512,0.0683173394997907,1.21193666057656,0.900753366811114,0.207383952586876,0.0607068097776075,0.489,0.0147158267030961
"84821","100_110_0.95_0.7_3_0.2",100,110,0.95,0.7,3,0.2,0.703514752016502,0.066882418310375,1.61212735934317,1.09137932841666,0.220880592995611,0.0601744745283458,0.513,0.0119303534454489
"84831","100_110_0.95_0.7_3.5_0.2",100,110,0.95,0.7,3.5,0.2,0.354404580114386,0.1048607164752,2.6924992102064,1.15430681776051,0.208365768504794,0.0509526706381475,0.507,0.00856997342145496
"84841","100_110_0.95_0.7_4_0.2",100,110,0.95,0.7,4,0.2,0.484494176545126,0.0415338641079237,0.0757100855327397,0.0711820485928958,0.213681811316615,0.0554370764078047,0.497,0.0225117253398707
"84851","100_110_0.95_0.7_4.5_0.2",100,110,0.95,0.7,4.5,0.2,0.481506125652134,0.0690804271709649,0.635041180784597,0.400212235067888,0.237419206837394,0.0647417445765711,0.516,0.0180246744461277
"84861","100_110_0.95_0.7_5_0.2",100,110,0.95,0.7,5,0.2,0.551428724482953,0.0979458265405326,1.67464746012875,1.08494677012303,0.244260261177617,0.0624216472372832,0.508,0.0156914697279198
"84871","100_110_0.95_0.7_5.5_0.2",100,110,0.95,0.7,5.5,0.2,0.635176234852605,0.0724448533755804,0.672723174586239,0.65854999001781,0.281854373725382,0.0549015338238165,0.503,0.0185022521151706
"84881","100_110_0.95_0.7_6_0.2",100,110,0.95,0.7,6,0.2,0.518926040377524,0.0726098853585714,1.96563693660641,1.06760855775588,0.255726363885429,0.0539381867426653,0.542,0.0137275068546493
"84891","100_110_0.95_0.7_0.01_0.25",100,110,0.95,0.7,0.01,0.25,0.704187978565083,0.0451828116679103,0.0548398153648738,0.0295362937040443,0.228612161901363,0.0186818416779595,0.61,0.0123827837473378
"84901","100_110_0.95_0.7_0.5_0.25",100,110,0.95,0.7,0.5,0.25,0.722328844341776,0.0617771033252613,0.844461143400201,0.406036695256265,0.122860032150255,0.0502518242655124,0.597,0.01491084616423
"84911","100_110_0.95_0.7_1_0.25",100,110,0.95,0.7,1,0.25,0.531554816888169,0.0742792232455345,0.678014086382008,0.379612054888981,0.228253410562779,0.0626813506075522,0.51,0.0171269767715535
"84921","100_110_0.95_0.7_1.5_0.25",100,110,0.95,0.7,1.5,0.25,0.677005919246001,0.0578234770569569,1.53804132841438,1.05171137348198,0.293404669167554,0.0552784879526193,0.515,0.0143178210632764
"84931","100_110_0.95_0.7_2_0.25",100,110,0.95,0.7,2,0.25,0.652343134667612,0.0820216812102604,1.35035091694917,0.602369007552379,0.201957965636119,0.0533044939888742,0.521,0.0168292074151524
"84941","100_110_0.95_0.7_2.5_0.25",100,110,0.95,0.7,2.5,0.25,0.472063324508789,0.0523159557265019,0.227426257988915,0.202251625314202,0.166073900156598,0.0502526723827226,0.531,0.0173493515728975
"84951","100_110_0.95_0.7_3_0.25",100,110,0.95,0.7,3,0.25,0.586258134799213,0.0998308317739961,1.05229745116846,0.99248468724951,0.306378901593447,0.0445540547820026,0.531,0.0189414301935672
"84961","100_110_0.95_0.7_3.5_0.25",100,110,0.95,0.7,3.5,0.25,0.584277109748203,0.0832724083869829,1.70391023523345,1.14824051618173,0.224255215168869,0.0558856700696628,0.522,0.0122746350930146
"84971","100_110_0.95_0.7_4_0.25",100,110,0.95,0.7,4,0.25,0.620716803110403,0.0477686077339005,0.362295336856201,0.345343795094655,0.340700738925555,0.0506932286587818,0.509,0.0163605215890774
"84981","100_110_0.95_0.7_4.5_0.25",100,110,0.95,0.7,4.5,0.25,0.534447143726492,0.0647398360124414,0.813601884816262,0.788278454845053,0.289934734719392,0.0573675195246085,0.508,0.0159721980676146
"84991","100_110_0.95_0.7_5_0.25",100,110,0.95,0.7,5,0.25,0.543523678856495,0.0598921776547547,0.00446357351599311,0.00225325539156091,0.257059717663405,0.0575270941322587,0.484,0.0136788563524555
"85001","100_110_0.95_0.7_5.5_0.25",100,110,0.95,0.7,5.5,0.25,0.498071555261852,0.0791483746550827,0.989773677224311,0.727177169281392,0.226416654627018,0.0561618547567041,0.521,0.0174769689718911
"85011","100_110_0.95_0.7_6_0.25",100,110,0.95,0.7,6,0.25,0.51001285289021,0.0751809806174071,2.03999956119805,1.30024483361164,0.229982905452768,0.0552915796847668,0.484,0.0139204086785474
"85021","100_110_0.95_0.75_0.01_0",100,110,0.95,0.75,0.01,0,0.746447363535562,0.00390581137811643,0.0033888645501185,0.00186812486200783,0.00211756132948,0.00141349157031491,0.819,0.0111005505368978
"85031","100_110_0.95_0.75_0.5_0",100,110,0.95,0.75,0.5,0,0.758627251657292,0.0318537212284789,0.376699079572355,0.101368860843831,0.10026613336025,0.0318201765507054,0.685,0.0106718737290547
"85041","100_110_0.95_0.75_1_0",100,110,0.95,0.75,1,0,0.739344632233917,0.0520411259113868,0.399739924096441,0.136399517494854,0.159488104052385,0.047320132296636,0.608,0.016918103387266
"85051","100_110_0.95_0.75_1.5_0",100,110,0.95,0.75,1.5,0,0.654476665785664,0.044819945353005,0.164276843697721,0.085822905532501,0.31155258367881,0.0394892824787708,0.562,0.0141264134002781
"85061","100_110_0.95_0.75_2_0",100,110,0.95,0.75,2,0,0.719666397090727,0.0794263452914059,0.847793727942236,0.670525323939343,0.290189269966523,0.0641255460096404,0.555,0.0216666666666667
"85071","100_110_0.95_0.75_2.5_0",100,110,0.95,0.75,2.5,0,0.838518145901723,0.0590528451112655,2.15698971727089,1.1119821588968,0.219113869368615,0.0604156291219287,0.562,0.00928559218478941
"85081","100_110_0.95_0.75_3_0",100,110,0.95,0.75,3,0,0.611057816718819,0.0865757025804444,1.05091555146008,0.78916828680635,0.232311199568536,0.0646013596897193,0.549,0.0159478316185409
"85091","100_110_0.95_0.75_3.5_0",100,110,0.95,0.75,3.5,0,0.632440966493814,0.075415556174227,0.762213780229552,0.409247519373431,0.268105572716028,0.0605610187197705,0.533,0.0124766448481419
"85101","100_110_0.95_0.75_4_0",100,110,0.95,0.75,4,0,0.613903997046002,0.100776492762467,2.96954919075772,1.1452772508144,0.168891584930979,0.0650753889812777,0.537,0.0202786148990068
"85111","100_110_0.95_0.75_4.5_0",100,110,0.95,0.75,4.5,0,0.599978890064963,0.0540987483869875,0.690566396378081,0.36571000589928,0.209598298134828,0.0664023927542015,0.532,0.0125432584814845
"85121","100_110_0.95_0.75_5_0",100,110,0.95,0.75,5,0,0.418426144262781,0.124706400736729,2.32058679205462,1.10048809744582,0.219006483283399,0.0656755464867131,0.538,0.0153333333333333
"85131","100_110_0.95_0.75_5.5_0",100,110,0.95,0.75,5.5,0,0.627865179318913,0.0814517236105601,1.75447541458461,1.09734027938631,0.184433692707239,0.0572129429673137,0.497,0.012387269450708
"85141","100_110_0.95_0.75_6_0",100,110,0.95,0.75,6,0,0.515760021445254,0.119824484707933,1.37323760226191,0.866228411037132,0.241918576711564,0.0590749277281265,0.524,0.0120369800568452
"85151","100_110_0.95_0.75_0.01_0.05",100,110,0.95,0.75,0.01,0.05,0.778483301713885,0.0262519028411148,0.0127288869874185,0.0062200039992215,0.0663168066009346,0.0155253666614989,0.748,0.0149666295470958
"85161","100_110_0.95_0.75_0.5_0.05",100,110,0.95,0.75,0.5,0.05,0.691285704321042,0.040717822944642,0.214077309375371,0.0639661474436342,0.158642407388102,0.0326235991593226,0.659,0.0158780071517527
"85171","100_110_0.95_0.75_1_0.05",100,110,0.95,0.75,1,0.05,0.699414346145377,0.0498435831856641,0.473370123951134,0.213154250443579,0.126541179872954,0.051226239237571,0.569,0.0261809939544786
"85181","100_110_0.95_0.75_1.5_0.05",100,110,0.95,0.75,1.5,0.05,0.709799002901431,0.0608042681029365,1.41863410859415,0.922013111653295,0.176699043566572,0.0604834657554139,0.574,0.0142361043360417
"85191","100_110_0.95_0.75_2_0.05",100,110,0.95,0.75,2,0.05,0.537953039183122,0.0684949468843091,0.26130772762653,0.202162809897871,0.151742342872725,0.0557572540301208,0.546,0.014
"85201","100_110_0.95_0.75_2.5_0.05",100,110,0.95,0.75,2.5,0.05,0.505728236511128,0.093059694360788,0.792439468454274,0.440841429446187,0.203920756720533,0.0645622139875088,0.514,0.0181475434517549
"85211","100_110_0.95_0.75_3_0.05",100,110,0.95,0.75,3,0.05,0.557361006390558,0.0769793514017912,0.123841366344126,0.121561476327693,0.237553291702061,0.0636463526201872,0.543,0.0160589192939279
"85221","100_110_0.95_0.75_3.5_0.05",100,110,0.95,0.75,3.5,0.05,0.590243217650839,0.0973645697962583,2.28835808648406,1.0507277122897,0.181626148963485,0.0606760394052979,0.512,0.0167199149386459
"85231","100_110_0.95_0.75_4_0.05",100,110,0.95,0.75,4,0.05,0.545228918125061,0.0953213197601846,3.13111233887563,1.45552653325818,0.161617642389609,0.0561740872416693,0.527,0.0162651638650078
"85241","100_110_0.95_0.75_4.5_0.05",100,110,0.95,0.75,4.5,0.05,0.71542738128733,0.0675890865986397,3.84800787475931,1.38026898030469,0.160805510211573,0.0535005948109971,0.542,0.0125432584814845
"85251","100_110_0.95_0.75_5_0.05",100,110,0.95,0.75,5,0.05,0.437709741759606,0.0816709959845694,0.811243419828823,0.805434499327611,0.265878972457249,0.0595102511896753,0.502,0.0128927197372091
"85261","100_110_0.95_0.75_5.5_0.05",100,110,0.95,0.75,5.5,0.05,0.527896682945774,0.0967917230613885,3.41006494269486,1.33516678452428,0.276610346122845,0.0532148999669066,0.52,0.0128235893744476
"85271","100_110_0.95_0.75_6_0.05",100,110,0.95,0.75,6,0.05,0.42950519534739,0.0894291501733343,1.65959753998946,1.10654866287114,0.162182228458488,0.0542327539500981,0.514,0.0189267594221045
"85281","100_110_0.95_0.75_0.01_0.1",100,110,0.95,0.75,0.01,0.1,0.75287850693437,0.00690604710039475,0.0285053726798767,0.0211108489667515,0.0790265600726902,0.00969443405544498,0.725,0.0213567579728551
"85291","100_110_0.95_0.75_0.5_0.1",100,110,0.95,0.75,0.5,0.1,0.688677315971007,0.0487203744589999,0.186804843657523,0.0481842527786117,0.0882751509424327,0.0451452314616032,0.633,0.018076995817275
"85301","100_110_0.95_0.75_1_0.1",100,110,0.95,0.75,1,0.1,0.71861406135325,0.0500238721407599,0.680678659833281,0.188138085522579,0.156907831595086,0.0573168417105774,0.597,0.0147610598836563
"85311","100_110_0.95_0.75_1.5_0.1",100,110,0.95,0.75,1.5,0.1,0.679542052595626,0.0567492364363704,1.46085214700169,0.970113767722632,0.131451322628012,0.0484015608551591,0.525,0.0150738920727933
"85321","100_110_0.95_0.75_2_0.1",100,110,0.95,0.75,2,0.1,0.760047677017802,0.0408554862295917,1.40564735227046,0.510393446879053,0.148446262976691,0.0630221147025574,0.544,0.0184511366707974
"85331","100_110_0.95_0.75_2.5_0.1",100,110,0.95,0.75,2.5,0.1,0.72773174954481,0.102130442889707,2.9522823966457,1.20338854946576,0.279460019739867,0.0574895897103668,0.527,0.015059142664102
"85341","100_110_0.95_0.75_3_0.1",100,110,0.95,0.75,3,0.1,0.654801274095549,0.0864941493606819,1.46564045267496,0.514774895399364,0.107235621648941,0.0551291449919333,0.524,0.0130979218029257
"85351","100_110_0.95_0.75_3.5_0.1",100,110,0.95,0.75,3.5,0.1,0.707060563225249,0.0740001984312536,2.1491824257419,1.22039304480347,0.19635376197811,0.0569777011828157,0.527,0.0198354340624158
"85361","100_110_0.95_0.75_4_0.1",100,110,0.95,0.75,4,0.1,0.614547560757258,0.078190899747786,2.00651532548298,0.900673413748675,0.171945308572367,0.0674622055451377,0.509,0.013699148392023
"85371","100_110_0.95_0.75_4.5_0.1",100,110,0.95,0.75,4.5,0.1,0.654975471403839,0.116563131057065,1.40614882714559,0.997747850229806,0.295387456717057,0.0535619448135169,0.551,0.0147911384882225
"85381","100_110_0.95_0.75_5_0.1",100,110,0.95,0.75,5,0.1,0.631653244047985,0.0877349646553571,1.5332267211416,0.984596530283035,0.260378016629866,0.0569886324516399,0.523,0.0166699996667333
"85391","100_110_0.95_0.75_5.5_0.1",100,110,0.95,0.75,5.5,0.1,0.657521739297194,0.0743519339180635,1.37251144751278,0.989947828063711,0.241692657723242,0.0625014140003188,0.514,0.0103494497975067
"85401","100_110_0.95_0.75_6_0.1",100,110,0.95,0.75,6,0.1,0.588748849734068,0.116065809526713,0.751234139419586,0.500767644051395,0.297019858872289,0.0585911167248721,0.505,0.0206693546639033
"85411","100_110_0.95_0.75_0.01_0.15",100,110,0.95,0.75,0.01,0.15,0.768235017126154,0.0309328922652103,0.0828017120860493,0.0273886044998407,0.128954000941702,0.0144214945007047,0.722,0.0133166562369588
"85421","100_110_0.95_0.75_0.5_0.15",100,110,0.95,0.75,0.5,0.15,0.814552498463443,0.0378862080291689,1.50228100313807,0.620368787847764,0.0454757412520718,0.0303165117960306,0.633,0.0161967074843418
"85431","100_110_0.95_0.75_1_0.15",100,110,0.95,0.75,1,0.15,0.700008142611456,0.0874729723852955,0.597040393721867,0.348786120636436,0.290328114765929,0.0503093790177725,0.553,0.0157091622239309
"85441","100_110_0.95_0.75_1.5_0.15",100,110,0.95,0.75,1.5,0.15,0.572185657388642,0.032662336412701,0.151019980106109,0.11977797340237,0.25184509326722,0.0559521154414543,0.558,0.014360439485692
"85451","100_110_0.95_0.75_2_0.15",100,110,0.95,0.75,2,0.15,0.731671319275923,0.057407971981183,0.931102391663778,0.576200436246189,0.236477410794541,0.060448317904157,0.531,0.0113968806648525
"85461","100_110_0.95_0.75_2.5_0.15",100,110,0.95,0.75,2.5,0.15,0.630621549123426,0.0508224466368669,1.45919240822098,0.995267082912919,0.131456054187531,0.0531105822444195,0.51,0.0159861050777091
"85471","100_110_0.95_0.75_3_0.15",100,110,0.95,0.75,3,0.15,0.531070813380328,0.119117043558448,1.35173907513376,0.673567579904211,0.279480179123383,0.052073924803869,0.532,0.008
"85481","100_110_0.95_0.75_3.5_0.15",100,110,0.95,0.75,3.5,0.15,0.665419840356144,0.0844279739877476,2.00009698065875,1.05248300707724,0.16551463611118,0.0637941603395631,0.538,0.0152606975230128
"85491","100_110_0.95_0.75_4_0.15",100,110,0.95,0.75,4,0.15,0.651733251098361,0.0805866516272226,2.33838281617794,1.17306151511295,0.208659307797179,0.0616186105907668,0.503,0.0170652343148936
"85501","100_110_0.95_0.75_4.5_0.15",100,110,0.95,0.75,4.5,0.15,0.626590504519162,0.0557989480582644,1.52082991994384,0.839224103572067,0.164585567390238,0.0562080025193487,0.513,0.0106510302057803
"85511","100_110_0.95_0.75_5_0.15",100,110,0.95,0.75,5,0.15,0.66977235242195,0.0568363406888989,2.42753313317566,1.27364857736755,0.200043609499805,0.0506676765651513,0.543,0.0194964384211863
"85521","100_110_0.95_0.75_5.5_0.15",100,110,0.95,0.75,5.5,0.15,0.546496832038272,0.0847825087504094,0.553294574920269,0.433672357758109,0.223686456499501,0.0626070270208704,0.508,0.0163163176673606
"85531","100_110_0.95_0.75_6_0.15",100,110,0.95,0.75,6,0.15,0.253748850456546,0.0843710645446159,2.79928359186782,1.1852436640088,0.21319827193731,0.0670677830714142,0.492,0.0209655802580218
"85541","100_110_0.95_0.75_0.01_0.2",100,110,0.95,0.75,0.01,0.2,0.776169519659552,0.00828390550499626,0.0120542666828918,0.00932609507400284,0.197010003977578,0.00935534051019329,0.646,0.0163435342295083
