ID,trial,block,sigma,H_true,H_subjective,noise_in_DV,lapse_rate,pct
A2BNOEYZ3VRW2R,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A2BNOEYZ3VRW2R,T2,6,140,0.95,0.515630983426527,0.0782614970658777,0.0262892977700142,69.5
A2BNOEYZ3VRW2R,T2,2,140,0.05,0.534141307369526,0.0733244740662802,0.0451456404122228,68
A2BNOEYZ3VRW2R,T2,4,140,0.2,0.502148006751355,0.0126192406488463,0.0720369518290241,66
A2EO6IBGQEOMLB,T1,1,33,0.05,0.337383053604119,0.0438745891103121,0.015075370685991,97.4874371859297
A2EO6IBGQEOMLB,T1,3,33,0.2,0.499983482597088,0.00732875933081761,0.0149999937956822,97
A2EO6IBGQEOMLB,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
A2EO6IBGQEOMLB,T1,2,140,0.05,0.309713568998544,0.303300211611781,0.0456657624649244,81.5
A2EO6IBGQEOMLB,T1,4,140,0.2,0.094611911928204,0.89448459822931,1.30453246111866e-07,75
A2EO6IBGQEOMLB,T1,6,140,0.95,0.964027876763143,1.07054657880284,1.03931190886304e-07,82
A2EO6IBGQEOMLB,T2,1,33,0.05,0.618870635843964,0.00420120405811468,1.10058629843885e-07,98.4924623115578
A2EO6IBGQEOMLB,T2,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A2EO6IBGQEOMLB,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2EO6IBGQEOMLB,T2,2,140,0.05,0.146037553689732,0.555524955702135,0.0210989261575922,89.5
A2EO6IBGQEOMLB,T2,4,140,0.2,0.116979209570727,1.05535814489076,1.06320374735688e-07,74
A2EO6IBGQEOMLB,T2,6,140,0.95,0.958289522214504,0.300712363842576,0.0555750080800271,91.5
A2FZE7CARM54IG,T1,6,140,0.95,0.498444582375274,0.113203626287633,1.14656107203557e-07,68.3417085427136
A2FZE7CARM54IG,T1,2,140,0.05,0.273957430735385,0.556247619682313,0.0300433164109074,79.5
A2FZE7CARM54IG,T1,4,140,0.2,0.100608618145654,1.20499823114175,8.0197572509051e-07,76.5
A2FZE7CARM54IG,T1,3,33,0.2,0.499994316275716,0.00732880399210121,0.00999999419732717,97.5
A2FZE7CARM54IG,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A2FZE7CARM54IG,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2FZE7CARM54IG,T2,6,140,0.95,0.550585903686889,0.203349142249597,0.0556125917393096,75.3768844221106
A2FZE7CARM54IG,T2,2,140,0.05,0.232109644150549,0.422494241846672,0.0388359736801496,84
A2FZE7CARM54IG,T2,4,140,0.2,0.189102811695209,0.762027665161077,1.31833861511762e-07,69
A2FZE7CARM54IG,T2,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
A2FZE7CARM54IG,T2,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
A2FZE7CARM54IG,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2GM5BW75YCKKW,T1,1,33,0.05,0.741370254657703,0.692342273750896,0.00532023727466909,96.9849246231156
A2GM5BW75YCKKW,T1,3,33,0.2,0.457978159066778,1.46856600079562,1.11656092193952e-07,96.5
A2GM5BW75YCKKW,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2GM5BW75YCKKW,T1,2,140,0.05,0.468163126306332,0.405599448060232,1.05613603150158e-07,76
A2GM5BW75YCKKW,T1,4,140,0.2,0.18602800871574,0.829329712275915,1.73947564052815e-07,72
A2GM5BW75YCKKW,T1,6,140,0.95,0.971900038748113,1.37548588574657,1.0413666236449e-07,80.5
A2GM5BW75YCKKW,T2,1,33,0.05,0.857579204955925,0.000258223279799033,1.08040199956714e-07,96.9849246231156
A2GM5BW75YCKKW,T2,3,33,0.2,0.658958995373178,0.0109005408427338,1.09999998669453e-07,98
A2GM5BW75YCKKW,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2GM5BW75YCKKW,T2,2,140,0.05,0.552915491840938,0.184064818672804,0.0482177713383196,65
A2GM5BW75YCKKW,T2,4,140,0.2,0.445034122591213,0.404847960852588,0.0152346054701674,71.5
A2GM5BW75YCKKW,T2,6,140,0.95,0.955376612350938,0.327016950970615,0.064688689110829,88
A2IPSQ0YYH2A41,T1,6,140,0.95,0.469419350321152,0.233516827971133,1.06394911251549e-07,63.3165829145729
A2IPSQ0YYH2A41,T1,2,140,0.05,0.484771844214864,0.146881986234578,0.0186114122997237,67.5
A2IPSQ0YYH2A41,T1,4,140,0.2,0.475676035298895,0.207310919443096,1.20742681191779e-07,71
A2IPSQ0YYH2A41,T1,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A2IPSQ0YYH2A41,T1,1,33,0.05,0.680146331094287,0.0123875309504794,1.09999998637462e-07,98
A2IPSQ0YYH2A41,T1,5,33,0.95,0.273807365006179,0.0351205766860761,0.00999999408578626,98.5
A2IPSQ0YYH2A41,T2,6,140,0.95,0.472804020319846,0.250343847631631,0.0175842162462755,65.8291457286432
A2IPSQ0YYH2A41,T2,2,140,0.05,0.44827796899629,0.286962992334068,0.0598050226974912,73.5
A2IPSQ0YYH2A41,T2,4,140,0.2,0.433715811947293,0.304234310456972,0.0303067210407066,73.5
A2IPSQ0YYH2A41,T2,3,33,0.2,0.499853798185527,0.00732535902045023,0.00499999382080857,98
A2IPSQ0YYH2A41,T2,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
A2IPSQ0YYH2A41,T2,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
A2K7AVZWEC9B14,T1,6,140,0.95,0.499984555905453,0.154946841325495,0.00799594492891913,65.8291457286432
A2K7AVZWEC9B14,T1,2,140,0.05,0.176780342404339,0.627506135454102,1.12636159315638e-07,87
A2K7AVZWEC9B14,T1,4,140,0.2,0.181747329431632,0.731320211258156,2.64090544934407e-07,72.5
A2K7AVZWEC9B14,T1,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A2K7AVZWEC9B14,T1,1,33,0.05,0.33963606704283,0.0444863202455301,0.00499999409830467,98.5
A2K7AVZWEC9B14,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2K7AVZWEC9B14,T2,6,140,0.95,0.970889061248274,0.818311610964368,1.26436490869665e-07,87.9396984924623
A2K7AVZWEC9B14,T2,2,140,0.05,0.110776921896064,0.775912912326847,0.0419087822101715,88
A2K7AVZWEC9B14,T2,4,140,0.2,0.00127006313909111,3.02153537118024,1.07840814049419e-07,72
A2K7AVZWEC9B14,T2,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A2K7AVZWEC9B14,T2,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
A2K7AVZWEC9B14,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2KLDW5VRXUJ8S,T1,6,140,0.95,0.521665045951095,0.111908098665316,1.16132314060962e-07,66.8341708542714
A2KLDW5VRXUJ8S,T1,2,140,0.05,0.458910529125903,0.143742437850671,0.00622453020773806,76
A2KLDW5VRXUJ8S,T1,4,140,0.2,0.00026615908300819,4.71397814943924,4.94823014042565e-07,72
A2KLDW5VRXUJ8S,T1,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
A2KLDW5VRXUJ8S,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A2KLDW5VRXUJ8S,T1,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A2KLDW5VRXUJ8S,T2,6,140,0.95,0.913543377660779,0.897194629049471,1.54678993221858e-07,76.8844221105528
A2KLDW5VRXUJ8S,T2,2,140,0.05,0.259712110199097,0.291742818520197,0.021698754845739,79
A2KLDW5VRXUJ8S,T2,4,140,0.2,0.30381649039051,0.401281366682521,0.0666228627806154,74
A2KLDW5VRXUJ8S,T2,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
A2KLDW5VRXUJ8S,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A2KLDW5VRXUJ8S,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2KXARDIOGJL8T,T1,6,140,0.95,0.544904987368185,0.215355515309776,0.0434209959033332,66.3316582914573
A2KXARDIOGJL8T,T1,2,140,0.05,0.498414226003758,0.118820078214355,0.0278335123212952,68
A2KXARDIOGJL8T,T1,4,140,0.2,0.458983117841083,0.12484618269994,0.021908074817172,71.5
A2KXARDIOGJL8T,T1,3,33,0.2,0.578346928211453,0.399014501566955,1.10313122360181e-07,98
A2KXARDIOGJL8T,T1,1,33,0.05,0.540405101749442,0.450959233044017,1.10187880879473e-07,98.5
A2KXARDIOGJL8T,T1,5,33,0.95,0.839754009952389,0.123836627246838,0.00500156664515615,99.5
A2KXARDIOGJL8T,T2,6,140,0.95,0.545886172269061,0.143432663189231,0.0174733770643434,68.8442211055276
A2KXARDIOGJL8T,T2,2,140,0.05,0.451384233911107,0.197146169421566,1.07748125004919e-07,73.5
A2KXARDIOGJL8T,T2,4,140,0.2,0.455841252206954,0.156278405544046,1.1698524020248e-07,68.5
A2KXARDIOGJL8T,T2,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
A2KXARDIOGJL8T,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A2KXARDIOGJL8T,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A2OAZPREKF6PQR,T1,6,140,0.95,0.476611324044939,0.162670291518649,1.18997481250144e-07,67.8391959798995
A2OAZPREKF6PQR,T1,2,140,0.05,0.452899211541843,0.115166035997948,1.12762324265104e-07,71.5
A2OAZPREKF6PQR,T1,4,140,0.2,0.488813088012346,0.165578742106276,1.17376115810835e-07,68
A2OAZPREKF6PQR,T1,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A2OAZPREKF6PQR,T1,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
A2OAZPREKF6PQR,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2OAZPREKF6PQR,T2,6,140,0.95,0.476738187512794,0.228227679757898,1.05633782126517e-07,69.3467336683417
A2OAZPREKF6PQR,T2,2,140,0.05,0.427235943437802,0.129180991111688,1.02831127509986e-07,73.5
A2OAZPREKF6PQR,T2,4,140,0.2,0.468143659448193,0.146703967345899,0.005673879976297,71.5
A2OAZPREKF6PQR,T2,3,33,0.2,0.500157747711868,0.00737868029921643,0.00999999377180166,97.5
A2OAZPREKF6PQR,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A2OAZPREKF6PQR,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2R8IV2PWFTY00,T1,1,33,0.05,0.555597022982402,0.938021603797925,0.00557663456681406,97.4874371859297
A2R8IV2PWFTY00,T1,3,33,0.2,0.252830205401911,0.64390597449813,1.02063469731738e-07,99
A2R8IV2PWFTY00,T1,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A2R8IV2PWFTY00,T1,2,140,0.05,0.494644321166722,0.0864264146973023,0.020944453968701,68.5
A2R8IV2PWFTY00,T1,4,140,0.2,0.460415478455848,0.0790801944696169,0.0127229445780182,69
A2R8IV2PWFTY00,T1,6,140,0.95,0.481555389238118,0.095540147193171,1.17476399478566e-07,67
A2R8IV2PWFTY00,T2,1,33,0.05,0.618870635843964,0.00420120405811468,1.10058629843885e-07,98.4924623115578
A2R8IV2PWFTY00,T2,3,33,0.2,0.49996311226571,0.00732839072619387,0.0099999937403712,97.5
A2R8IV2PWFTY00,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2R8IV2PWFTY00,T2,2,140,0.05,0.486060867658448,0.101663784574102,1.12845394572028e-07,71.5
A2R8IV2PWFTY00,T2,4,140,0.2,0.453539661752328,0.00981800678618969,0.00508352037666319,69.5
A2R8IV2PWFTY00,T2,6,140,0.95,0.49074327330627,0.0710124906057343,1.02846459084095e-07,68
A2RR3R75ECQSKE,T1,3,33,0.2,0.658959139536183,0.0109006921880413,1.10050249917714e-07,97.9899497487437
A2RR3R75ECQSKE,T1,1,33,0.05,0.179135261533647,1.0418117524654,1.02091832528027e-07,99
A2RR3R75ECQSKE,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
A2RR3R75ECQSKE,T1,6,140,0.95,0.477775043979199,0.150081156007412,1.00159987690294e-07,67.5
A2RR3R75ECQSKE,T1,2,140,0.05,0.459135515319578,0.130697692082667,0.0237347617655091,70
A2RR3R75ECQSKE,T1,4,140,0.2,0.466485047430144,0.119375419716522,1.10055844250761e-07,68.5
A2RR3R75ECQSKE,T2,3,33,0.2,0.616607828980164,0.018193791651517,0.0050251197486151,97.4874371859297
A2RR3R75ECQSKE,T2,1,33,0.05,0.683523085387228,0.366328899211296,1.00101943096536e-07,98
A2RR3R75ECQSKE,T2,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
A2RR3R75ECQSKE,T2,6,140,0.95,0.465682091242402,0.123990396331963,0.0264098790013814,68.5
A2RR3R75ECQSKE,T2,2,140,0.05,0.50702251551868,0.104345211649713,0.0126280734893486,68.5
A2RR3R75ECQSKE,T2,4,140,0.2,0.497268187024267,0.114845939807708,0.00824067835749381,68.5
A2SKH7WZUEDGGI,T1,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
A2SKH7WZUEDGGI,T1,1,33,0.05,0.336356828436836,0.044400302330804,0.00999999405035105,98
A2SKH7WZUEDGGI,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
A2SKH7WZUEDGGI,T1,6,140,0.95,0.514910963297717,0.263668081477966,0.0386786025906199,67.5
A2SKH7WZUEDGGI,T1,2,140,0.05,0.150030417540271,0.680600526410448,0.0147154325319014,87
A2SKH7WZUEDGGI,T1,4,140,0.2,0.0742964952306163,1.29775028815438,1.08863534778547e-07,74
A2SKH7WZUEDGGI,T2,6,140,0.95,0.524767615988025,0.12240820998945,0.148248307928992,59.7989949748744
A2SKH7WZUEDGGI,T2,2,140,0.05,0.114183371182923,0.686182124087853,0.0183222693729274,91
A2SKH7WZUEDGGI,T2,4,140,0.2,0.09671160447834,1.32443682933015,1.61486314493445e-07,70
A2SKH7WZUEDGGI,T2,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A2SKH7WZUEDGGI,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A2SKH7WZUEDGGI,T2,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
A2SYRFPPV9WDEG,T1,1,33,0.05,0.585248619269692,0.0109898230485246,0.00502511952937341,97.9899497487437
A2SYRFPPV9WDEG,T1,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
A2SYRFPPV9WDEG,T1,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A2SYRFPPV9WDEG,T1,2,140,0.05,0.477110403259419,0.0217597018792486,0.0208537385360062,71
A2SYRFPPV9WDEG,T1,4,140,0.2,0.449211906098164,0.0565263990927782,1.00116920646197e-07,70
A2SYRFPPV9WDEG,T1,6,140,0.95,0.500056750989657,0.0918059504728186,1.13739652461526e-07,67
A2SYRFPPV9WDEG,T2,1,33,0.05,0.336932058638011,0.0447797825601712,0.0201004965623324,96.9849246231156
A2SYRFPPV9WDEG,T2,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
A2SYRFPPV9WDEG,T2,5,33,0.95,0.27427795127234,0.0351239693691636,0.0099999940836899,98.5
A2SYRFPPV9WDEG,T2,2,140,0.05,0.455228339504556,0.0642623527925724,0.00498781735034612,70.5
A2SYRFPPV9WDEG,T2,4,140,0.2,0.476787859378976,0.0524187253817277,0.00492717952751022,70
A2SYRFPPV9WDEG,T2,6,140,0.95,0.499619964617657,0.0702670160163532,1.15975879373251e-07,69
A2T1K94BLNDBAH,T1,6,140,0.95,0.513755537478268,0.22985428803694,1.67784129408608e-07,70.8542713567839
A2T1K94BLNDBAH,T1,2,140,0.05,0.47076124340708,0.117509161476572,0.0495595757468075,65.5
A2T1K94BLNDBAH,T1,4,140,0.2,0.503890935738266,0.0963404427272901,1.00134064722804e-07,66
A2T1K94BLNDBAH,T1,3,33,0.2,0.615577092194795,0.017909942152275,0.00499999379865183,97.5
A2T1K94BLNDBAH,T1,1,33,0.05,0.337214295385548,0.0443943344473095,0.00499999408337533,98.5
A2T1K94BLNDBAH,T1,5,33,0.95,0.272695866371696,0.0352979866349798,0.00499999374358614,99
A2T1K94BLNDBAH,T2,6,140,0.95,0.497518735972166,0.120845736420006,1.00170529779906e-07,66.3316582914573
A2T1K94BLNDBAH,T2,2,140,0.05,0.473347582814075,0.121017259101775,1.04702934506217e-07,70.5
A2T1K94BLNDBAH,T2,4,140,0.2,0.43958997200939,0.0333697033439582,0.026838565147443,66
A2T1K94BLNDBAH,T2,3,33,0.2,0.500021166349384,0.00733007479473393,0.0149999934625828,97
A2T1K94BLNDBAH,T2,1,33,0.05,0.337008368867678,0.0445033663020376,0.00499999411800939,98.5
A2T1K94BLNDBAH,T2,5,33,0.95,0.273458265685714,0.0346620293280161,0.0149999933903302,98
A2T91F321UGZBX,T1,6,140,0.95,0.496942322312302,0.0886913740880322,0.00722439261399655,65.8291457286432
A2T91F321UGZBX,T1,2,140,0.05,0.303006064451772,0.459442908190915,1.18338898966522e-07,81.5
A2T91F321UGZBX,T1,4,140,0.2,0.215546482838955,0.530955732158335,1.12988049751797e-07,69
A2T91F321UGZBX,T1,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A2T91F321UGZBX,T1,1,33,0.05,0.336478611650628,0.044451954565288,0.0049999940661821,98.5
A2T91F321UGZBX,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2T91F321UGZBX,T2,6,140,0.95,0.496204221470247,0.113188143776852,0.0320714839217412,64.8241206030151
A2T91F321UGZBX,T2,2,140,0.05,0.139972059343811,0.541994109171578,0.0183871070037145,87.5
A2T91F321UGZBX,T2,4,140,0.2,0.0945407944921466,0.989284288245629,2.70794244866448e-07,71
A2T91F321UGZBX,T2,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A2T91F321UGZBX,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A2T91F321UGZBX,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A2TC1ZFCTOCDA5,T1,3,33,0.2,0.658959139536183,0.0109006921880413,1.10050249917714e-07,97.9899497487437
A2TC1ZFCTOCDA5,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A2TC1ZFCTOCDA5,T1,5,33,0.95,0.273753448468919,0.0346690054317741,0.00999999342086785,98.5
A2TC1ZFCTOCDA5,T1,6,140,0.95,0.55671005946402,0.420330410751377,0.00199121518851922,66.5
A2TC1ZFCTOCDA5,T1,2,140,0.05,0.280823967802842,0.383325129272847,1.3306488414925e-07,75
A2TC1ZFCTOCDA5,T1,4,140,0.2,0.385292423819052,0.472588127756558,1.04368831161412e-07,69
A2TC1ZFCTOCDA5,T2,3,33,0.2,0.408908409219633,0.644702211598146,0.00527247020421264,97.4874371859297
A2TC1ZFCTOCDA5,T2,1,33,0.05,0.680661475100006,0.0109733410951342,0.00499999375637406,97.5
A2TC1ZFCTOCDA5,T2,5,33,0.95,0.273739793395033,0.0351406751316632,0.00999999408493514,98.5
A2TC1ZFCTOCDA5,T2,6,140,0.95,0.502873309664554,0.233143642122391,0.0162352212193993,69
A2TC1ZFCTOCDA5,T2,2,140,0.05,0.477553166480181,0.270953000353368,1.88619653272903e-07,71
A2TC1ZFCTOCDA5,T2,4,140,0.2,0.374172999366529,0.215954582536676,0.00782565403740528,71
A2TT6FAIWFD25N,T1,6,140,0.95,0.193286187872374,6.05265059053382,1.41513948978286e-05,47.2361809045226
A2TT6FAIWFD25N,T1,2,140,0.05,0.501653154198247,0.0014561714305639,0.414999927551626,54
A2TT6FAIWFD25N,T1,4,140,0.2,0.869174719318015,9.99704214897944,0.129156699966766,49.5
A2TT6FAIWFD25N,T1,3,33,0.2,0.480690908702823,0.302928401281139,0.015259190897613,97
A2TT6FAIWFD25N,T1,1,33,0.05,0.683523085387228,0.366328899211296,1.00101943096536e-07,98
A2TT6FAIWFD25N,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2TT6FAIWFD25N,T2,6,140,0.95,0.437556621041261,0.15703711618688,1.1557408535432e-07,65.3266331658292
A2TT6FAIWFD25N,T2,2,140,0.05,0.480937290187882,0.188867384564218,1.00157607656272e-07,69
A2TT6FAIWFD25N,T2,4,140,0.2,0.462657063008348,0.219878776907387,1.17426946063527e-07,73
A2TT6FAIWFD25N,T2,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A2TT6FAIWFD25N,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A2TT6FAIWFD25N,T2,5,33,0.95,0.839742160912934,0.123814370064832,0.00500146514492489,99.5
A2VX8B1CJXRN2,T1,6,140,0.95,0.477292111068359,0.112053289476219,0.0411792748728896,65.8291457286432
A2VX8B1CJXRN2,T1,2,140,0.05,0.390475791221238,0.223252839623909,0.116765198401675,74
A2VX8B1CJXRN2,T1,4,140,0.2,0.166744994278942,0.83802686201351,1.32212633329948e-07,68
A2VX8B1CJXRN2,T1,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
A2VX8B1CJXRN2,T1,1,33,0.05,0.0487781574958474,0.0994792119026568,1.01999999914725e-07,99.5
A2VX8B1CJXRN2,T1,5,33,0.95,0.396472527750481,0.400079702135218,1.02029355577351e-07,99
A2VX8B1CJXRN2,T2,6,140,0.95,0.962485789710601,1.15175794737582,1.11858917337896e-07,80.4020100502513
A2VX8B1CJXRN2,T2,2,140,0.05,0.325964327761762,0.1966733658014,0.140765444387396,73
A2VX8B1CJXRN2,T2,4,140,0.2,0.000369770342066527,2.94588220398049,4.2192037662701e-06,74
A2VX8B1CJXRN2,T2,3,33,0.2,0.252830205401911,0.64390597449813,1.02063469731738e-07,99
A2VX8B1CJXRN2,T2,1,33,0.05,0.0487781574958474,0.0994792119026568,1.01999999914725e-07,99.5
A2VX8B1CJXRN2,T2,5,33,0.95,0.395248275147539,0.396547896901257,0.0152158070496913,97.5
A2XWD4PZM6JU0M,T1,2,140,0.05,0.527364810459794,0.262500619032964,0.0600347444140061,64.8241206030151
A2XWD4PZM6JU0M,T1,4,140,0.2,0.553347390621301,0.243377210009627,0.0184592809763051,71.5
A2XWD4PZM6JU0M,T1,6,140,0.95,0.547569157799692,0.244349088919727,0.040358181800066,71.5
A2XWD4PZM6JU0M,T1,1,33,0.05,0.623301808874674,0.746028832959709,1.00104964593345e-07,98
A2XWD4PZM6JU0M,T1,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A2XWD4PZM6JU0M,T1,5,33,0.95,0.764404206713897,1.57904024755276,1.0100372807628e-07,99
A2XWD4PZM6JU0M,T2,2,140,0.05,0.460336515858096,0.338285705475066,1.04429271972306e-07,68.3417085427136
A2XWD4PZM6JU0M,T2,4,140,0.2,0.355803939099684,0.323272019349126,0.0437108930308219,74.5
A2XWD4PZM6JU0M,T2,6,140,0.95,0.462011955899163,0.259914914766104,0.0548241407046621,72
A2XWD4PZM6JU0M,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A2XWD4PZM6JU0M,T2,3,33,0.2,0.150637544235491,0.0291390667219371,1.02000000667352e-07,99.5
A2XWD4PZM6JU0M,T2,5,33,0.95,0.395254572258185,0.395036299837306,0.0152186655808543,97.5
A2YLF04UAKYVF1,T1,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
A2YLF04UAKYVF1,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A2YLF04UAKYVF1,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2YLF04UAKYVF1,T1,6,140,0.95,0.476249227947987,0.141885058513108,0.0763034378022537,73
A2YLF04UAKYVF1,T1,2,140,0.05,0.0987063636955928,0.753066341914098,0.0393014346204638,88.5
A2YLF04UAKYVF1,T1,4,140,0.2,0.142954375256323,0.86408824860656,1.09327546390311e-07,73
A2YLF04UAKYVF1,T2,3,33,0.2,0.33509250880112,0.0296207551855226,0.00502511984669075,98.4924623115578
A2YLF04UAKYVF1,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A2YLF04UAKYVF1,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A2YLF04UAKYVF1,T2,6,140,0.95,0.924204704892133,0.497866426003784,1.21424294396001e-07,90
A2YLF04UAKYVF1,T2,2,140,0.05,0.106288899241841,0.558733138720095,0.061514340717746,90
A2YLF04UAKYVF1,T2,4,140,0.2,0.139392202757661,0.950418684068945,1.33127631910629e-07,70
A30RAYNDOWQ61S,T1,2,140,0.05,0.34826685550411,0.095574279181397,0.122856327142139,80.9045226130653
A30RAYNDOWQ61S,T1,4,140,0.2,0.0860486736977406,1.35041406517375,0.00546123467383354,72.5
A30RAYNDOWQ61S,T1,6,140,0.95,0.991800703038883,0.00561428217740624,0.264999992087698,70
A30RAYNDOWQ61S,T1,1,33,0.05,0.540405101749442,0.450959233044017,1.10187880879473e-07,98.5
A30RAYNDOWQ61S,T1,3,33,0.2,0.191002262805369,1.06877705931826,1.02729233059113e-07,99
A30RAYNDOWQ61S,T1,5,33,0.95,0.273689464186977,0.0351302909287452,0.00999999571721746,98.5
A30RAYNDOWQ61S,T2,2,140,0.05,0.103718194360329,0.6823858618495,0.0382417894414721,92.964824120603
A30RAYNDOWQ61S,T2,4,140,0.2,0.0966200143445806,1.4461046854227,1.11456149203957e-07,74.5
A30RAYNDOWQ61S,T2,6,140,0.95,0.995299852255871,1.37491883795681,0.156086222142919,70
A30RAYNDOWQ61S,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A30RAYNDOWQ61S,T2,3,33,0.2,0.103922557794461,0.0510213044164195,0.00499999416808739,99
A30RAYNDOWQ61S,T2,5,33,0.95,0.275502847190523,0.0349600927952884,0.0099999941235694,98.5
A31YZ8JR422KFR,T1,6,140,0.95,0.498740566981087,0.100092314804916,1.14642603262591e-07,67.3366834170854
A31YZ8JR422KFR,T1,2,140,0.05,0.465353516483392,0.083000424124032,1.02409145262848e-07,70.5
A31YZ8JR422KFR,T1,4,140,0.2,0.490800268568396,0.102117475557867,1.00167753682234e-07,70.5
A31YZ8JR422KFR,T1,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A31YZ8JR422KFR,T1,1,33,0.05,0.585513859047222,0.0111236486378285,0.00499999406403014,98
A31YZ8JR422KFR,T1,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A31YZ8JR422KFR,T2,6,140,0.95,0.500488956159039,0.0397776917512867,1.02358378378162e-07,67.8391959798995
