subID,N,sigma,H_true,H_subj,H_subj_EST,noise_in_DV,lapse_rate,pct
sim050160056500,50,160,0.05,0.65,0.897594184109176,0.0039601432659662,0.459999967540565,40
sim050160057000,50,160,0.05,0.7,0.914065971438853,9.99455110258183,0.0338012990067295,24
sim050160057500,50,160,0.05,0.75,0.911808441043813,1.14430374181918,1.1337739204038e-07,50
sim050160058000,50,160,0.05,0.8,0.96480299144971,2.20604748843901,2.26018017635501e-07,46
sim050160058500,50,160,0.05,0.85,0.910691129846234,0.000445634974528679,0.180000010068169,42
sim050160059000,50,160,0.05,0.9,0.924862349576752,1.23416403252799,1.30842699485885e-07,50
sim050160059500,50,160,0.05,0.95,0.973801614899063,2.19431584937522,2.48437899394382e-07,40
sim0501600510000,50,160,0.05,1,0.997752495518651,0.0017861130361849,0.019999998597281,52
sim050160950000,50,160,0.95,0,0.31346315587913,0.00504948006211132,0.414515108668882,50
sim050160950500,50,160,0.95,0.05,0.0331985738366927,1.46918256427089,2.02281394205004e-07,40
sim050160951000,50,160,0.95,0.1,0.0617775958192622,0.506640560966376,0.060799816435543,44
sim050160951500,50,160,0.95,0.15,0.0266912737475619,2.35062308502772,1.6082666993685e-07,30
sim050160952000,50,160,0.95,0.2,0.0811020290161546,1.06459065421042,7.2191559569144e-07,46
sim050160952500,50,160,0.95,0.25,0.0730566407682098,1.06760801337843,3.14604151398919e-07,34
sim050160953000,50,160,0.95,0.3,0.047759615881084,0.493341426579557,0.167482604754645,40
sim050160953500,50,160,0.95,0.35,0.0757133854067553,0.450420083868808,0.303325804554185,36
sim050160954000,50,160,0.95,0.4,0.0530560053532178,3.31212607279431,0.00339913455193042,46
sim050160954500,50,160,0.95,0.45,0.0733385742418077,2.11799028262852,6.10445112816662e-07,38
sim050160955000,50,160,0.95,0.5,0.797208644750128,6.76126555589666,0.499999149430365,50
sim050160955500,50,160,0.95,0.55,0.918781300343086,1.02267729411311,0.168261821844609,58
sim050160956000,50,160,0.95,0.6,0.950030860373361,0.789370954640891,0.158801765093431,58
sim050160956500,50,160,0.95,0.65,0.889588533677792,1.41400765678939,1.1559147050594e-07,64
sim050160957000,50,160,0.95,0.7,0.890554579363863,1.17604672085982,8.50523302952105e-07,58
sim050160957500,50,160,0.95,0.75,0.924833154490344,0.963374432674515,3.36823016044897e-07,70
sim050160958000,50,160,0.95,0.8,0.980709758723569,0.568181868049989,0.25466991740501,66
sim050160958500,50,160,0.95,0.85,0.984811907176559,0.00832209119705666,0.119999994404202,68
sim050160959000,50,160,0.95,0.9,0.940394499235276,0.770540911238804,1.27706929208723e-07,86
sim050160959500,50,160,0.95,0.95,0.999999999986892,2.95957470851303,1.33396352563829e-07,74
sim0501609510000,50,160,0.95,1,0.99999999589205,9.70859355555308,0.00149890335451127,66
sim100030050000,100,30,0.05,0,1.15823309887015e-09,9.28618532686008,0.138149852472544,82
sim100030050500,100,30,0.05,0.05,6.21147540279118e-10,1.59303398202366,0.0736871199729869,97
sim100030051000,100,30,0.05,0.1,0.269152101908399,0.117803000365272,0.0399999942891665,96
sim100030051500,100,30,0.05,0.15,3.21698783663517e-07,4.96436728777715,9.0735505675731e-07,96
sim100030052000,100,30,0.05,0.2,4.34402158802781e-06,0.0569269758944045,0.050000007782289,90
sim100030052500,100,30,0.05,0.25,7.21645877758652e-05,0.00819657736736272,0.0308363237480523,95
sim100030053000,100,30,0.05,0.3,3.54878264695948e-08,1.25889499369599,0.000706655506828372,97
sim100030053500,100,30,0.05,0.35,0.35302237543819,0.159930356116639,0.0399999949730942,96
sim100030054000,100,30,0.05,0.4,0.246328164664242,0.121588340320511,0.00999999567732572,99
sim100030054500,100,30,0.05,0.45,2.48494225101647e-07,3.74088465260679,2.3014196130018e-06,96
sim100030055000,100,30,0.05,0.5,0.517154575251354,5.61636052580365,0.499999981553848,23
sim100030055500,100,30,0.05,0.55,0.706996621021897,3.46571612436551,0.499999997348465,5
sim100030056000,100,30,0.05,0.6,0.4571560253022,1.54441560566795,0.499999999887036,5
sim100030056500,100,30,0.05,0.65,0.357076660103863,3.01169117679035,0.499999987119433,8
sim100030057000,100,30,0.05,0.7,0.350859631738788,2.7862054975858,0.499999985988747,12
sim100030057500,100,30,0.05,0.75,0.524236217003483,1.57205652225763,0.499999999882057,7
sim100030058000,100,30,0.05,0.8,0.348097948559385,2.50488111225346,0.499999987848536,7
sim100030058500,100,30,0.05,0.85,0.464878811337108,5.94483778940026,0.499999984284562,7
sim100030059000,100,30,0.05,0.9,0.522555390142538,5.9672777920084,0.499999649857644,11
sim100030059500,100,30,0.05,0.95,0.583573768277016,5.93065728167382,0.499999996476756,12
sim1000300510000,100,30,0.05,1,0.999999999875441,9.70918022493501,0.432367977205389,52
sim100030950000,100,30,0.95,0,0.949233982285406,2.06852588853181,0.493755832144465,50
sim100030950500,100,30,0.95,0.05,0.473769399627237,5.94468820727535,0.499999996945971,6
sim100030951000,100,30,0.95,0.1,0.530320236483809,6.15971202562037,0.499999983700406,9
sim100030951500,100,30,0.95,0.15,0.473628975430965,5.98727930072505,0.499999700476641,2
sim100030952000,100,30,0.95,0.2,0.539323324665721,5.87420410936834,0.499999984596363,7
sim100030952500,100,30,0.95,0.25,0.6455375286669,2.38657722449604,0.49999998791082,7
sim100030953000,100,30,0.95,0.3,0.470328747949229,5.88596497335339,0.499999661820187,11
sim100030953500,100,30,0.95,0.35,0.499483857001363,5.01598574501469,0.499999997403932,3
sim100030954000,100,30,0.95,0.4,0.469460177943596,6.004221110659,0.499999759154811,4
sim100030954500,100,30,0.95,0.45,0.469832700950164,6.03045406824885,0.499999685416566,4
sim100030955000,100,30,0.95,0.5,0.119922401042973,0.0452898502157324,0.28999999663496,70
sim100030955500,100,30,0.95,0.55,0.999999972863592,4.72388641488011,0.0371633390642341,96
sim100030956000,100,30,0.95,0.6,0.999999964720705,4.79386590392737,4.8035264233586e-05,94
sim100030956500,100,30,0.95,0.65,0.999999999883989,0.0158607096465045,0.0969071883851192,93
sim100030957000,100,30,0.95,0.7,0.999999999752536,0.00604516744015831,0.100081009425055,93
sim100030957500,100,30,0.95,0.75,0.999999836360908,5.68229307900644,0.00491416248087207,97
sim100030958000,100,30,0.95,0.8,0.81650179365618,0.0865564555225087,0.0399999920390949,96
